"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"1376","6/7/1996","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1069_ANHU"
"1377","7/8/2002","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","2309_ANHU"
"1378","6/2/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","1431_ANHU"
"1379","8/18/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4556_ANHU"
"1380","7/9/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","1886_ANHU"
"1381","8/5/2010","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","4044_ANHU"
"1382","5/7/2009","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","3722_ALHU"
"1383","5/8/2005","Released","Lindsey","No","ANHU","Female-like ","adult-like",7,"Spring","nest-related","Non-selasphorus spp.","2873_ANHU"
"1384","6/10/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6335_ALHU"
"1385","6/8/2012","Died","Lindsey","Yes","ANHU","Male","adult-like",4,"Summer","window hit","Non-selasphorus spp.","4487_ANHU"
"1386","7/14/1995","Died","Lindsey","Yes","Selasphorus","unknown","Nestling",1,"Summer","found on the ground","Selasphorus spp.","897_ALHU"
"1387","5/10/2005","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","2875_ALHU"
"1388","4/13/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3060_ANHU"
"1389","2/13/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","208_ANHU"
"1390","9/12/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Fall","found on the ground","Non-selasphorus spp.","1306_ANHU"
"1391","4/16/2013","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","5903_ALHU"
"1392","6/24/1993","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","501_ANHU"
"1393","5/4/1995","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","831_ANHU"
"1394","7/1/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","2297_ANHU"
"1395","9/12/2008","Died","Lindsey","No","ANHU","Male","adult-like",1,"Fall","window hit","Non-selasphorus spp.","3572_ANHU"
"1396","2/22/2013","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4613_ANHU"
"1397","12/20/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","4337_ANHU"
"1398","1/15/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","374_ANHU"
"1399","12/26/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5142_ANHU"
"1400","5/8/2012","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4463_ANHU"
"1401","2/14/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","751_ANHU"
"1402","10/29/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","2343_ANHU"
"1403","4/8/2008","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3459_ANHU"
"1404","3/7/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5201_ANHU"
"1405","2/24/2008","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3421_ANHU"
"1406","3/29/2001","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2005_ANHU"
"1407","6/10/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5967_ALHU"
"1408","7/2/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6320_ALHU"
"1409","3/13/2003","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Selasphorus spp.","2411_ALHU"
"1410","12/26/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","nest-related","Non-selasphorus spp.","1325_ANHU"
"1411","2/5/1992","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","204_ANHU"
"1412","1/26/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","window hit","Non-selasphorus spp.","5476_ANHU"
"1413","6/24/2010","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","4000_ANHU"
"1414","3/16/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1178_ANHU"
"1415","3/28/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6377_ALHU"
"1416","8/21/1991","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",10,"Summer","unknown","Selasphorus spp.","171_ALHU"
"1417","6/7/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2715_ANHU"
"1418","1/30/2011","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4092_ANHU"
"1419","5/11/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4724_ANHU"
"1420","3/9/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1760_ANHU"
"1421","6/15/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5385_ANHU"
"1422","2/15/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2156_ANHU"
"1423","2/5/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","565_ANHU"
"1424","5/17/2016","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5609_ANHU"
"1425","9/28/2016","Released","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","6928_ANHU"
"1426","5/7/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5599_ANHU"
"1427","6/4/2007","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","3308_ANHU"
"1428","7/16/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6765_ALHU"
"1429","4/11/2011","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4163_ANHU"
"1430","2/26/2000","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1748_ANHU"
"1431","5/28/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","6738_ALHU"
"1432","3/29/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","799_ANHU"
"1433","6/20/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","5860_ALHU"
"1434","4/5/2009","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","window hit","Non-selasphorus spp.","3677_ANHU"
"1435","11/11/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2981_ANHU"
"1436","3/18/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3029_ANHU"
"1437","2/28/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","2806_ANHU"
"1438","3/24/2014","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6069_ALHU"
"1439","3/22/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3033_ANHU"
"1440","4/11/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4425_ANHU"
"1441","2/5/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","205_ANHU"
"1442","3/21/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5543_ANHU"
"1443","11/4/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1718_ANHU"
"1444","4/30/2007","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","3273_ALHU"
"1445","12/11/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","3838_ANHU"
"1446","3/21/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","786_ANHU"
"1447","10/4/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",4,"Fall","found on the ground","Non-selasphorus spp.","5113_ANHU"
"1448","12/6/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5135_ANHU"
"1449","5/14/2015","Died","malibu","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","6601_ANHU"
"1450","3/31/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4927_ANHU"
"1451","7/6/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5411_ANHU"
"1452","2/23/2013","Died","malibu","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","5745_ANHU"
"1453","10/24/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","1918_ANHU"
"1454","6/22/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","877_ANHU"
"1455","9/29/1999","Died","Lindsey","Yes","Non-selasphorus","unknown","adult-like",21,"Fall","unknown","Non-selasphorus spp.","1712_COHU"
"1456","4/9/2011","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found inside","Non-selasphorus spp.","4162_ANHU"
"1457","5/19/2016","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5611_ANHU"
"1458","6/16/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4763_ANHU"
"1459","11/5/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1924_ANHU"
"1460","2/28/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2398_ANHU"
"1461","4/4/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6269_ALHU"
"1462","9/1/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2759_ANHU"
"1463","6/22/2016","Died","Santa Barbara","No","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","6889_ALHU"
"1464","5/6/2003","Died","Lindsey","No","Non-selasphorus","unknown","adult-like",18,"Spring","unknown","Non-selasphorus spp.","2480_COHU"
"1465","6/14/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","3758_ANHU"
"1466","2/1/2008","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","3411_ANHU"
"1467","11/17/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5126_ANHU"
"1468","12/16/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","368_ANHU"
"1469","10/8/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","suspect torpor-like state","Non-selasphorus spp.","5114_ANHU"
"1470","4/16/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","1386_ANHU"
"1471","5/14/2009","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3728_ANHU"
"1472","5/26/2015","Died","malibu","Yes","Selasphorus","unknown","Nestling",1,"Spring","caught by domestic animal","Selasphorus spp.","6435_ALHU"
"1473","7/23/1999","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","1693_ANHU"
"1474","6/3/2005","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2902_ANHU"
"1475","6/26/2014","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5065_ANHU"
"1476","3/28/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5763_ALHU"
"1477","4/1/2011","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4148_ANHU"
"1478","6/21/2013","Died","malibu","Yes","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","5861_ALHU"
"1479","5/31/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6444_ALHU"
"1480","3/31/2009","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found inside","Selasphorus spp.","3670_ALHU"
"1481","3/16/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","220_ANHU"
"1482","8/14/2013","Died","malibu","No","Selasphorus","Male","adult-like",0,"Summer","found on the ground","Selasphorus spp.","5887_ALHU"
"1483","5/16/2013","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","4727_ANHU"
"1484","7/28/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1695_ANHU"
"1485","4/27/2011","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4187_ANHU"
"1486","2/21/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","2160_ANHU"
"1487","5/21/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",2,"Spring","window hit","Selasphorus spp.","5810_ALHU"
"1488","6/13/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4757_ANHU"
"1489","7/7/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6162_ALHU"
"1490","11/4/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","364_ANHU"
"1491","3/13/2007","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","3223_ANHU"
"1492","7/14/2003","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","2545_ALHU"
"1493","6/5/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","caught by domestic animal","Selasphorus spp.","5836_ALHU"
"1494","4/13/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6694_ALHU"
"1495","2/24/2009","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","3625_ANHU"
"1496","3/22/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","unknown","Non-selasphorus spp.","1190_ANHU"
"1497","4/3/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","416_ANHU"
"1498","6/1/1993","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","485_ALHU"
"1499","2/2/2015","Died","malibu","Yes","Selasphorus","Male","adult-like",0,"Winter","unknown","Selasphorus spp.","6348_ALHU"
"1500","6/23/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","880_ANHU"
"1501","6/17/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","6307_ALHU"
"1502","1/2/2015","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5144_ANHU"
"1503","6/4/2011","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","4236_ANHU"
"1504","2/17/1998","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1336_ANHU"
"1505","3/15/2014","Released","Lindsey","Yes","ANHU","Male","adult-like",3,"Spring","nest-related","Non-selasphorus spp.","4903_ANHU"
"1506","5/4/1995","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","833_ANHU"
"1507","5/21/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2247_ANHU"
"1508","5/11/1998","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","1412_ANHU"
"1509","11/23/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","5128_ANHU"
"1510","6/11/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","121_ANHU"
"1511","6/12/2003","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2509_ANHU"
"1512","6/29/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2941_ANHU"
"1513","4/1/2011","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4144_ANHU"
"1514","11/10/2013","Released","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4823_ANHU"
"1515","4/21/2013","Died","malibu","No","BCHU","Male","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5784_BCHU"
"1516","5/17/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4728_ANHU"
"1517","12/4/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","2777_ANHU"
"1518","7/13/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3349_ANHU"
"1519","3/11/2014","Released","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6058_ALHU"
"1520","8/23/2008","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","3565_ALHU"
"1521","5/11/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5605_ANHU"
"1522","3/27/2015","Died","malibu","Yes","Selasphorus","unknown","Nestling",2,"Spring","nest-related","Selasphorus spp.","6375_ALHU"
"1523","6/12/2015","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","6456_ANHU"
"1524","7/9/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","2954_ANHU"
"1525","3/8/2010","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3882_ANHU"
"1526","3/17/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","587_ANHU"
"1527","2/28/2014","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","found on the ground","Non-selasphorus spp.","4883_ANHU"
"1528","7/16/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1290_ANHU"
"1529","6/28/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4264_ANHU"
"1530","3/26/2008","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","3446_ANHU"
"1531","4/24/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3930_ANHU"
"1532","3/20/2015","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6509_ALHU"
"1533","1/15/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2587_ANHU"
"1534","8/4/2014","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","window hit","Non-selasphorus spp.","5097_ANHU"
"1535","6/16/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6305_ALHU"
"1536","4/22/2014","Released","malibu","Yes","ANHU","Female-like ","adult-like",21,"Spring","found on the ground","Non-selasphorus spp.","6102_ANHU"
"1537","4/10/2013","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4680_ANHU"
"1538","3/15/2015","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5212_ALHU"
"1539","7/26/2011","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","4285_ANHU"
"1540","6/8/2011","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","4244_ANHU"
"1541","5/19/1994","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","645_ANHU"
"1542","11/22/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","1721_ANHU"
"1543","11/25/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2134_ANHU"
"1544","4/14/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4953_ANHU"
"1545","4/30/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4979_ANHU"
"1546","3/17/2014","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4909_ANHU"
"1547","3/23/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6650_ALHU"
"1548","6/26/1991","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",1,"Summer","found on the ground","Selasphorus spp.","135_ALHU"
"1549","4/21/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3068_ANHU"
"1550","2/17/2016","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","6626_ANHU"
"1551","3/21/1993","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","409_ANHU"
"1552","3/3/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","22_ANHU"
"1553","6/7/2001","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2062_ANHU"
"1554","2/21/1994","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","nest-related","Non-selasphorus spp.","569_ANHU"
"1555","2/9/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","2605_ANHU"
"1556","5/23/2013","Released","malibu","Yes","Selasphorus","unknown","Nestling",1,"Spring","nest-related","Selasphorus spp.","5811_ALHU"
"1557","3/23/1996","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","988_ANHU"
"1558","3/17/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5215_ANHU"
"1559","1/19/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Winter","unknown","Selasphorus spp.","5915_ALHU"
"1560","5/19/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1241_ANHU"
"1561","7/6/2014","Died","malibu","Yes","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","6161_ANHU"
"1562","6/17/2013","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","4765_ANHU"
"1563","5/3/2003","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2471_ANHU"
"1564","2/8/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",1,"Winter","unknown","Non-selasphorus spp.","6352_ANHU"
"1565","4/1/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4930_ANHU"
"1566","9/21/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","5714_ANHU"
"1567","4/3/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2196_ANHU"
"1568","6/15/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","5855_ALHU"
